Electoral District Number / No de circonscription,Electoral District Name,Nom de la circonscription,Political Affiliation,Appartenance politique,Candidate's Family Name / Nom de famille du candidat,Candidate's First Name / Prénom du candidat, Candidate's Initial(s) / Initiale(s) du candidat, Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat,Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation,Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,Libertarian Party of Canada,Parti Libertarien du Canada,Lajeunesse,Nathan,,(519) 240-6774,3-Sep-15,1:30:00
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,Liberal Party of Canada,Parti libéral du Canada,Tabbara,Marwan,,(519) 513-1092,30-Aug-15,1:00:00
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,Green Party of Canada,Le Parti Vert du Canada,Weber,David,,(519) 591-5773,22-Sep-15,10:00:00
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Liberal Party of Canada,Parti libéral du Canada,Filson,Ken,,1 877 660-3894,8-Sep-15,6:49:00
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,New Democratic Party,Nouveau Parti démocratique,Isaac,Rex,,1 800 889-9637,20-Aug-15,4:26:00
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Green Party of Canada,Le Parti Vert du Canada,Johnston,Jim,,(519) 851-5831,18-Sep-15,12:24:00
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Conservative Party of Canada,Parti conservateur du Canada,Shipley,Bev,,(855) 245-7779,13-Aug-15,8:56:00
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,Liberal Party of Canada,Parti libéral du Canada,Archambault,Phil,,1 888 253-4684,8-Sep-15,10:40:00
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,Libertarian Party of Canada,Parti Libertarien du Canada,Budd,Mark,,(613) 262-3573,28-Sep-15,10:15:00
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,New Democratic Party,Nouveau Parti démocratique,Fenik,John,,(613) 326-0986,26-Aug-15,12:30:00
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,Green Party of Canada,Le Parti Vert du Canada,Payne,Anita,,(613) 267-0881,20-Aug-15,1:30:00
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,Conservative Party of Canada,Parti conservateur du Canada,Reid,Scott,,1 800 504-2431,24-Aug-15,2:00:00
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,New Democratic Party,Nouveau Parti démocratique,Andrade,Margaret,,,3-Sep-15,5:00:00
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,Conservative Party of Canada,Parti conservateur du Canada,Brown,Gord,,(613) 498-3096,20-Aug-15,2:10:00
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,Liberal Party of Canada,Parti libéral du Canada,McFall,Mary Jean,,(343) 320-0726,21-Aug-15,2:30:00
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,Green Party of Canada,Le Parti Vert du Canada,Rekmans,Lorraine A.,,(613) 807-1371,13-Aug-15,3:13:00
35051,London--Fanshawe,London--Fanshawe,Conservative Party of Canada,Parti conservateur du Canada,Dieleman,Suzanna,,(519) 670-5481,2-Sep-15,12:37:00
35051,London--Fanshawe,London--Fanshawe,Independent,Indépendant,Hamadi,Ali,,(519) 878-4187,3-Sep-15,4:24:00
35051,London--Fanshawe,London--Fanshawe,New Democratic Party,Nouveau Parti démocratique,Mathyssen,Irene,,(519) 451-0099,19-Aug-15,12:42:00
35051,London--Fanshawe,London--Fanshawe,Green Party of Canada,Le Parti Vert du Canada,Peloza,Matthew,,,12-Sep-15,3:12:00
35051,London--Fanshawe,London--Fanshawe,Liberal Party of Canada,Parti libéral du Canada,Ramal,Khalil,,(226) 680-0720,28-Aug-15,11:15:00
35052,London North Centre,London-Centre-Nord,Green Party of Canada,Le Parti Vert du Canada,Dyck,Carol,,,2-Sep-15,11:11:00
35052,London North Centre,London-Centre-Nord,Liberal Party of Canada,Parti libéral du Canada,Fragiskatos,Peter,,(226) 271-4114,25-Aug-15,12:35:00
35052,London North Centre,London-Centre-Nord,New Democratic Party,Nouveau Parti démocratique,Gutierrez,German,,,29-Aug-15,10:30:00
35052,London North Centre,London-Centre-Nord,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Roman,Marvin,,(416) 253-4475,31-Aug-15,4:55:00
35052,London North Centre,London-Centre-Nord,Conservative Party of Canada,Parti conservateur du Canada,Truppe,Susan,,(519) 636-3828,4-Sep-15,4:05:00
35053,London West,London-Ouest,Libertarian Party of Canada,Parti Libertarien du Canada,Boudreau,Jacques Y.,,(519) 671-8356,16-Sep-15,7:45:00
35053,London West,London-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Holder,Ed,,(519) 644-0011,17-Aug-15,12:40:00
35053,London West,London-Ouest,Green Party of Canada,Le Parti Vert du Canada,Lascaris,Dimitri,,,2-Sep-15,11:35:00
35053,London West,London-Ouest,Communist Party of Canada,Parti communiste du Canada,Lewis,Michael,,(519) 702-7446,27-Aug-15,1:55:00
35053,London West,London-Ouest,New Democratic Party,Nouveau Parti démocratique,Rowlinson,Matthew,,(519) 914-1711,24-Aug-15,4:30:00
35053,London West,London-Ouest,Liberal Party of Canada,Parti libéral du Canada,Young,Kate,,(226) 680-0844,17-Aug-15,2:00:00
35054,Markham--Stouffville,Markham--Stouffville,Conservative Party of Canada,Parti conservateur du Canada,Calandra,Paul,,(905) 554-4400,12-Sep-15,5:10:00
35054,Markham--Stouffville,Markham--Stouffville,New Democratic Party,Nouveau Parti démocratique,Hines,Gregory,,(647) 478-5124,25-Aug-15,2:02:00
35054,Markham--Stouffville,Markham--Stouffville,Green Party of Canada,Le Parti Vert du Canada,O'Brien,Myles,,(905) 591-1995,19-Sep-15,11:41:00
35054,Markham--Stouffville,Markham--Stouffville,Liberal Party of Canada,Parti libéral du Canada,Philpott,Jane,,(905) 640-1221,24-Aug-15,2:59:00
35055,Markham--Thornhill,Markham--Thornhill,New Democratic Party,Nouveau Parti démocratique,Chelliah,Senthi,,(416) 917-1500,20-Aug-15,3:10:00
35055,Markham--Thornhill,Markham--Thornhill,Conservative Party of Canada,Parti conservateur du Canada,Easow,Jobson,,(905) 475-9991,24-Aug-15,3:50:00
35055,Markham--Thornhill,Markham--Thornhill,Liberal Party of Canada,Parti libéral du Canada,McCallum,John,,(905) 604-7455,11-Sep-15,2:42:00
35055,Markham--Thornhill,Markham--Thornhill,Green Party of Canada,Le Parti Vert du Canada,Russell,Joshua,,(905) 294-5819,26-Sep-15,10:41:00
35056,Markham--Unionville,Markham--Unionville,Liberal Party of Canada,Parti libéral du Canada,Jiang,Bang-Gu,,(905) 769-1008,8-Sep-15,5:07:00
35056,Markham--Unionville,Markham--Unionville,Green Party of Canada,Le Parti Vert du Canada,Kao,Elvin,,(647) 784-0202,31-Aug-15,4:06:00
35056,Markham--Unionville,Markham--Unionville,Conservative Party of Canada,Parti conservateur du Canada,Saroya,Bob,,(905) 305-4567,14-Aug-15,11:09:00
35056,Markham--Unionville,Markham--Unionville,New Democratic Party,Nouveau Parti démocratique,Zimmerman,Colleen,,(416) 879-4324,5-Sep-15,9:33:00
35057,Milton,Milton,New Democratic Party,Nouveau Parti démocratique,Anabusi,Alex,,(905) 878-3190,20-Aug-15,3:30:00
35057,Milton,Milton,Green Party of Canada,Le Parti Vert du Canada,Batra,Mini,,(905) 876-3602,12-Sep-15,10:15:00
35057,Milton,Milton,Libertarian Party of Canada,Parti Libertarien du Canada,Jewell,Chris,,(289) 627-1951,25-Aug-15,2:25:00
35057,Milton,Milton,Conservative Party of Canada,Parti conservateur du Canada,Raitt,Lisa,,(289) 878-7590,11-Aug-15,6:07:00
35057,Milton,Milton,Liberal Party of Canada,Parti libéral du Canada,Rizvee,Azim,,(905) 693-0101,14-Aug-15,3:55:00
35058,Mississauga Centre,Mississauga-Centre,Liberal Party of Canada,Parti libéral du Canada,Alghabra,Omar,,(289) 814-1338,15-Aug-15,10:21:00
35058,Mississauga Centre,Mississauga-Centre,New Democratic Party,Nouveau Parti démocratique,Khan,Farheen,,(289) 632-9912,4-Sep-15,4:52:00
35058,Mississauga Centre,Mississauga-Centre,Green Party of Canada,Le Parti Vert du Canada,Nguyen,Linh,,(416) 209-9108,8-Sep-15,2:02:00
35058,Mississauga Centre,Mississauga-Centre,Conservative Party of Canada,Parti conservateur du Canada,Tiangson,Julius,,(905) 363-1985,31-Aug-15,4:20:00
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Green Party of Canada,Le Parti Vert du Canada,Bhikha,Jaymini,,,23-Sep-15,3:20:00
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Liberal Party of Canada,Parti libéral du Canada,Fonseca,Peter,,(905) 272-5353,28-Aug-15,4:45:00
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Conservative Party of Canada,Parti conservateur du Canada,Lizon,Wladyslaw,,(905) 273-6446,26-Aug-15,4:12:00
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,New Democratic Party,Nouveau Parti démocratique,Naqvi,Ali,,(416) 893-3938,3-Sep-15,10:40:00
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Sullivan,Tim,,(416) 253-4475,25-Aug-15,3:47:00
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,New Democratic Party,Nouveau Parti démocratique,Bilek,Michelle,,(416) 953-5569,26-Aug-15,12:18:00
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,Conservative Party of Canada,Parti conservateur du Canada,Dechert,Bob,,(905) 766-9030,12-Aug-15,5:55:00
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,Liberal Party of Canada,Parti libéral du Canada,Khalid,Iqra,,(416) 342-7323,8-Sep-15,4:00:00
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,Green Party of Canada,Le Parti Vert du Canada,Roblin,Andrew,,(905) 806-2496,23-Sep-15,3:05:00
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Conservative Party of Canada,Parti conservateur du Canada,Ambler,Stella,,(905) 823-1011,20-Aug-15,3:45:00
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Green Party of Canada,Le Parti Vert du Canada,Burgener,Ariana,,(647) 937-3763,25-Sep-15,7:01:00
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,New Democratic Party,Nouveau Parti démocratique,Guerbilsky,Eric,,,12-Sep-15,11:50:00
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Liberal Party of Canada,Parti libéral du Canada,Spengemann,Sven,,(905) 766-4096,1-Sep-15,4:15:00
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Sullivan,Dagmar,,(416) 253-4475,24-Aug-15,4:46:00
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Libertarian Party of Canada,Parti Libertarien du Canada,Woodworth,Paul,,(416) 200-7978,22-Sep-15,10:21:00
35062,Mississauga--Malton,Mississauga--Malton,Liberal Party of Canada,Parti libéral du Canada,Bains,Navdeep,,(647) 575-6652,21-Aug-15,12:17:00
35062,Mississauga--Malton,Mississauga--Malton,New Democratic Party,Nouveau Parti démocratique,Douglas,Dianne,,(647) 677-3684,12-Sep-15,5:03:00
35062,Mississauga--Malton,Mississauga--Malton,Conservative Party of Canada,Parti conservateur du Canada,Grewal,Jagdish,,(289) 497-9390,5-Sep-15,12:45:00
35062,Mississauga--Malton,Mississauga--Malton,Green Party of Canada,Le Parti Vert du Canada,Mercer,Heather,,(647) 226-6523,27-Sep-15,3:18:00
35062,Mississauga--Malton,Mississauga--Malton,Independent,Indépendant,Tharani,Naresh,,(647) 477-4444,28-Sep-15,11:00:00
35063,Mississauga--Streetsville,Mississauga--Streetsville,Conservative Party of Canada,Parti conservateur du Canada,Butt,Brad,,(289) 444-5481,1-Sep-15,8:00:00
35063,Mississauga--Streetsville,Mississauga--Streetsville,Green Party of Canada,Le Parti Vert du Canada,Hill,Chris,,0,4-Sep-15,4:00:00
35063,Mississauga--Streetsville,Mississauga--Streetsville,New Democratic Party,Nouveau Parti démocratique,Karim,Fayaz,,(647) 558-2377,31-Aug-15,6:00:00
35063,Mississauga--Streetsville,Mississauga--Streetsville,Liberal Party of Canada,Parti libéral du Canada,Sikand,Gagan,,(647) 447-6491,4-Sep-15,3:00:00
35063,Mississauga--Streetsville,Mississauga--Streetsville,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Tarazevich,Yegor,,(647) 274-1192,11-Sep-15,6:00:00
35064,Nepean,Nepean,Liberal Party of Canada,Parti libéral du Canada,Arya,Chandra,,(613) 216-2629,19-Aug-15,1:06:00
35064,Nepean,Nepean,Green Party of Canada,Le Parti Vert du Canada,Cooke,Jean-Luc Roger,,(613) 800-0517,17-Sep-15,3:39:00
35064,Nepean,Nepean,Independent,Indépendant,Cosico,Jesus,,(613) 852-4372,28-Aug-15,11:04:00
35064,Nepean,Nepean,New Democratic Party,Nouveau Parti démocratique,Devine,Sean,,(613) 686-3806,9-Sep-15,6:00:00
35064,Nepean,Nepean,Independent,Indépendant,Mamba,Hubert,,(613) 890-8681,26-Sep-15,1:45:00
35064,Nepean,Nepean,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Seed,Tony,,(416) 253-4475,4-Sep-15,8:43:00
35064,Nepean,Nepean,Independent,Indépendant,Splett,Harry,,(613) 828-2917,21-Sep-15,3:00:00
35064,Nepean,Nepean,Conservative Party of Canada,Parti conservateur du Canada,Wang,Andy,,(613) 519-1343,7-Aug-15,7:01:00
35065,Newmarket--Aurora,Newmarket--Aurora,Progressive Canadian Party,Parti Progressiste Canadien,Baxter,Dorian,,(289) 221-2687,12-Sep-15,1:30:00
35065,Newmarket--Aurora,Newmarket--Aurora,Conservative Party of Canada,Parti conservateur du Canada,Brown,Lois,,(289) 366-1566,13-Aug-15,9:30:00
35065,Newmarket--Aurora,Newmarket--Aurora,New Democratic Party,Nouveau Parti démocratique,Kelly,Yvonne,,(289) 470-1327,20-Aug-15,3:10:00
35065,Newmarket--Aurora,Newmarket--Aurora,Green Party of Canada,Le Parti Vert du Canada,Long,Vanessa,,(855) 981-5664,14-Sep-15,9:00:00
35065,Newmarket--Aurora,Newmarket--Aurora,Liberal Party of Canada,Parti libéral du Canada,Peterson,Kyle,,(905) 727-0909,1-Sep-15,3:15:00
35066,Niagara Centre,Niagara-Centre,New Democratic Party,Nouveau Parti démocratique,Allen,Malcolm,,(905) 931-2380,20-Aug-15,2:15:00
35066,Niagara Centre,Niagara-Centre,Liberal Party of Canada,Parti libéral du Canada,Badawey,Vance,,(905) 714-0007,20-Aug-15,2:30:00
35066,Niagara Centre,Niagara-Centre,Green Party of Canada,Le Parti Vert du Canada,Clow,David,,(289) 668-5851,14-Sep-15,7:00:00
35066,Niagara Centre,Niagara-Centre,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Di Bartolomeo,Jody,,(416) 462-9541,16-Sep-15,11:00:00
35066,Niagara Centre,Niagara-Centre,Conservative Party of Canada,Parti conservateur du Canada,Villella,Leanna,,(289) 820-5553,25-Aug-15,11:15:00
35066,Niagara Centre,Niagara-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Walker,Ron J.,,(416) 253-4475,26-Aug-15,11:30:00
35067,Niagara Falls,Niagara Falls,New Democratic Party,Nouveau Parti démocratique,Ioannoni,Carolynn,,(289) 969-1645,3-Sep-15,2:00:00
35067,Niagara Falls,Niagara Falls,Conservative Party of Canada,Parti conservateur du Canada,Nicholson,Rob,,(289) 296-1901,4-Sep-15,12:45:00
35067,Niagara Falls,Niagara Falls,Liberal Party of Canada,Parti libéral du Canada,Planche,Ron,,,13-Aug-15,6:30:00
35067,Niagara Falls,Niagara Falls,Green Party of Canada,Le Parti Vert du Canada,Soos,Steven,,(905) 357-2932,25-Aug-15,12:15:00
35068,Niagara West,Niagara-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Allison,Dean,,1 877 938-3326,21-Aug-15,12:45:00
35068,Niagara West,Niagara-Ouest,Libertarian Party of Canada,Parti Libertarien du Canada,de Roo,Allan,,,25-Sep-15,8:47:00
35068,Niagara West,Niagara-Ouest,Green Party of Canada,Le Parti Vert du Canada,Frere,Sid,,(905) 957-3597,15-Sep-15,2:30:00
35068,Niagara West,Niagara-Ouest,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Jonker,Harold,,,25-Aug-15,4:50:00
35068,Niagara West,Niagara-Ouest,New Democratic Party,Nouveau Parti démocratique,Rahman,Nameer,,(905) 562-7773,21-Aug-15,12:00:00
35068,Niagara West,Niagara-Ouest,Liberal Party of Canada,Parti libéral du Canada,Rose,Phil,,(289) 205-1370,24-Aug-15,3:45:00
35069,Nickel Belt,Nickel Belt,New Democratic Party,Nouveau Parti démocratique,Gravelle,Claude,,(705) 919-6380,17-Aug-15,2:03:00
35069,Nickel Belt,Nickel Belt,Conservative Party of Canada,Parti conservateur du Canada,Laamanen,Aino,,,11-Sep-15,10:02:00
35069,Nickel Belt,Nickel Belt,Green Party of Canada,Le Parti Vert du Canada,McCall,Stuart,,(705) 675-6666,1-Sep-15,11:07:00
35069,Nickel Belt,Nickel Belt,Liberal Party of Canada,Parti libéral du Canada,Serré,Marc G.,,(705) 580-8683,13-Aug-15,4:24:00
35069,Nickel Belt,Nickel Belt,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Starbuck,Dave,,(416) 253-4475,1-Sep-15,3:14:00
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,Conservative Party of Canada,Parti conservateur du Canada,Aspin,Jay,,(705) 478-9990,24-Aug-15,2:05:00
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,New Democratic Party,Nouveau Parti démocratique,Jodouin,Kathleen,,(705) 472-4063,21-Aug-15,12:05:00
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,Green Party of Canada,Le Parti Vert du Canada,Peltier,Nicole,,,13-Sep-15,3:31:17
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,Liberal Party of Canada,Parti libéral du Canada,Rota,Anthony,,(705) 494-7682,27-Aug-15,12:35:00
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,New Democratic Party,Nouveau Parti démocratique,Christianson,Russ,,(289) 252-2315,21-Aug-15,3:15:00
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,Conservative Party of Canada,Parti conservateur du Canada,Moulton,Adam,,(289) 251-5300,25-Aug-15,12:00:00
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,Liberal Party of Canada,Parti libéral du Canada,Rudd,Kim,,(844) 546-7833,20-Aug-15,1:25:00
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,Green Party of Canada,Le Parti Vert du Canada,Sinnott,Patricia,,(905) 885-0805,20-Aug-15,11:55:00
35072,Oakville,Oakville,Green Party of Canada,Le Parti Vert du Canada,Doel,David,,(416) 953-9984,18-Sep-15,1:30:00
35072,Oakville,Oakville,New Democratic Party,Nouveau Parti démocratique,Marville,Che,,(905) 616-3157,3-Sep-15,12:30:00
35072,Oakville,Oakville,Liberal Party of Canada,Parti libéral du Canada,Oliver,John,,(905) 601-5646,25-Aug-15,3:30:00
35072,Oakville,Oakville,Conservative Party of Canada,Parti conservateur du Canada,Young,Terence,,(905) 334-7694,4-Sep-15,3:00:00
35073,Oakville North--Burlington,Oakville-Nord--Burlington,New Democratic Party,Nouveau Parti démocratique,Best,Janice,,(289) 636-4424,10-Sep-15,5:50:00
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Libertarian Party of Canada,Parti Libertarien du Canada,Clement,David,,,23-Sep-15,12:30:00
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Liberal Party of Canada,Parti libéral du Canada,Damoff,Pam,,(905) 331-1114,17-Aug-15,2:35:00
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Green Party of Canada,Le Parti Vert du Canada,Shahbaz,Adnan,,0,4-Sep-15,1:30:00
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Conservative Party of Canada,Parti conservateur du Canada,Triantafilopoulos,Effie,,(905) 334-0174,12-Aug-15,3:00:00
35074,Oshawa,Oshawa,Conservative Party of Canada,Parti conservateur du Canada,Carrie,Colin,,(905) 721-9022,14-Aug-15,2:23:00
35074,Oshawa,Oshawa,Green Party of Canada,Le Parti Vert du Canada,Dempsey,Michael,,,17-Sep-15,3:37:00
35074,Oshawa,Oshawa,New Democratic Party,Nouveau Parti démocratique,Fowler,Mary,,(289) 830-1107,20-Aug-15,3:07:00
35074,Oshawa,Oshawa,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Gershuny,David,,(416) 253-4475,28-Aug-15,3:05:00
35074,Oshawa,Oshawa,Liberal Party of Canada,Parti libéral du Canada,Marimpietri,Tito-Dante,,(289) 222-8486,28-Aug-15,3:17:00
35075,Ottawa Centre,Ottawa-Centre,Marijuana Party,Parti Marijuana,Akpata,John Andrew Omowole,,(613) 240-7550,24-Sep-15,7:55:00
35075,Ottawa Centre,Ottawa-Centre,New Democratic Party,Nouveau Parti démocratique,Dewar,Paul,,(613) 800-0690,27-Aug-15,10:15:00
35075,Ottawa Centre,Ottawa-Centre,Libertarian Party of Canada,Parti Libertarien du Canada,Harris,Dean T.,,(519) 217-1775,24-Sep-15,5:30:00
35075,Ottawa Centre,Ottawa-Centre,Conservative Party of Canada,Parti conservateur du Canada,Konstantinakos,Damian,,(613) 237-0020,3-Sep-15,2:35:00
35075,Ottawa Centre,Ottawa-Centre,Rhinoceros Party,Parti Rhinocéros,Lukawski,Conrad,,(226) 246-9324,28-Sep-15,10:05:00
35075,Ottawa Centre,Ottawa-Centre,Liberal Party of Canada,Parti libéral du Canada,McKenna,Catherine Mary,,(613) 728-2015,28-Aug-15,3:15:00
35075,Ottawa Centre,Ottawa-Centre,Green Party of Canada,Le Parti Vert du Canada,Milroy,Tom,,(613) 558-8378,24-Sep-15,8:50:00
35075,Ottawa Centre,Ottawa-Centre,Communist Party of Canada,Parti communiste du Canada,Ryan,Stuart,,(613) 882-7108,31-Aug-15,5:57:00
35076,Orléans,Orléans,Conservative Party of Canada,Parti conservateur du Canada,Galipeau,Royal,,(613) 830-8800,13-Aug-15,6:19:00
35076,Orléans,Orléans,Liberal Party of Canada,Parti libéral du Canada,Leslie,Andrew,,(613) 841-4924,21-Aug-15,6:00:00
35076,Orléans,Orléans,Green Party of Canada,Le Parti Vert du Canada,Morin,Raphaël,,1 866 868-3447,19-Sep-15,3:00:00
35076,Orléans,Orléans,New Democratic Party,Nouveau Parti démocratique,Tremblay,Nancy,,(613) 699-4485,27-Aug-15,2:40:00
35077,Ottawa South,Ottawa-Sud,Conservative Party of Canada,Parti conservateur du Canada,Balkissoon,Dev,,(613) 295-4001,13-Aug-15,4:50:00
35077,Ottawa South,Ottawa-Sud,New Democratic Party,Nouveau Parti démocratique,Brown,George,,(613) 501-1528,31-Aug-15,4:45:00
35077,Ottawa South,Ottawa-Sud,Progressive Canadian Party,Parti Progressiste Canadien,Gullon,Al,,(613) 738-0712,28-Sep-15,1:02:00
35077,Ottawa South,Ottawa-Sud,Liberal Party of Canada,Parti libéral du Canada,McGuinty,David,,(613) 523-2525,21-Aug-15,12:30:00
35077,Ottawa South,Ottawa-Sud,Green Party of Canada,Le Parti Vert du Canada,Redins,John,,(613) 277-6975,14-Aug-15,1:53:00
35077,Ottawa South,Ottawa-Sud,Communist Party of Canada,Parti communiste du Canada,Wasslen,Larry,,(613) 882-7108,24-Aug-15,1:28:00
35077,Ottawa South,Ottawa-Sud,Libertarian Party of Canada,Parti Libertarien du Canada,Wilson,Damien,,(613) 709-5554,26-Sep-15,1:07:00
35078,Ottawa--Vanier,Ottawa--Vanier,Liberal Party of Canada,Parti libéral du Canada,Bélanger,Mauril,,(613) 366-2766,12-Aug-15,1:15:00
35078,Ottawa--Vanier,Ottawa--Vanier,Libertarian Party of Canada,Parti Libertarien du Canada,Corcoran,Coreen,,(613) 513-3581,26-Sep-15,8:30:00
35078,Ottawa--Vanier,Ottawa--Vanier,Green Party of Canada,Le Parti Vert du Canada,Dookeran,Nira,,(613) 882-2653,21-Aug-15,4:15:00
35078,Ottawa--Vanier,Ottawa--Vanier,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Legeais,Christian,,(416) 253-4475,4-Sep-15,2:10:00
35078,Ottawa--Vanier,Ottawa--Vanier,Conservative Party of Canada,Parti conservateur du Canada,Piccini,David,,(613) 695-2255,28-Aug-15,11:15:00
35078,Ottawa--Vanier,Ottawa--Vanier,New Democratic Party,Nouveau Parti démocratique,Taman,Emilie,,(613) 421-6398,1-Sep-15,3:50:00
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Conservative Party of Canada,Parti conservateur du Canada,Abdi,Abdul,,(613) 226-2234,13-Aug-15,1:30:00
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Green Party of Canada,Le Parti Vert du Canada,Brooks,Mark,,(613) 228-2195,22-Sep-15,9:15:00
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Heaton,Sam,,(416) 253-4475,9-Sep-15,4:30:00
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,New Democratic Party,Nouveau Parti démocratique,Rivier,Marlene,,(613) 518-7981,9-Sep-15,9:00:00
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Taylor,Rod,,(613) 894-4247,14-Aug-15,4:00:00
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Liberal Party of Canada,Parti libéral du Canada,Vandenbeld,Anita,,(613) 726-1196,12-Aug-15,11:23:00
35080,Oxford,Oxford,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Aldred,Melody Ann,,,27-Aug-15,3:45:00
35080,Oxford,Oxford,Green Party of Canada,Le Parti Vert du Canada,Farlow,Mike,,(519) 485-2636,12-Sep-15,3:30:00
35080,Oxford,Oxford,New Democratic Party,Nouveau Parti démocratique,Kunschner,Zoe,,(226) 242-0853,2-Sep-15,2:25:00
35080,Oxford,Oxford,Conservative Party of Canada,Parti conservateur du Canada,MacKenzie,Dave,,,18-Aug-15,4:00:00
35080,Oxford,Oxford,Liberal Party of Canada,Parti libéral du Canada,McKay,Don,,(226) 228-4959,22-Sep-15,9:30:00
35081,Parkdale--High Park,Parkdale--High Park,Conservative Party of Canada,Parti conservateur du Canada,Allen,Ian,,(647) 479-5847,19-Sep-15,10:53:00
35081,Parkdale--High Park,Parkdale--High Park,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Gershuny,Lorne,,(416) 253-4475,28-Aug-15,1:00:00
35081,Parkdale--High Park,Parkdale--High Park,Libertarian Party of Canada,Parti Libertarien du Canada,Jeftovic,Mark,,(647) 478-6710,26-Sep-15,3:06:00
35081,Parkdale--High Park,Parkdale--High Park,New Democratic Party,Nouveau Parti démocratique,Nash,Peggy,,(647) 343-2150,26-Aug-15,11:00:00
